  time,noel,npt,ntens,stress,strain,elstrain,plstrain,dPlastic,pwi,cumwork,heatinc,cumH,Trise,cumT
     0.52500,       2,       7,       3,  2.20121110E+02,  2.10220500E-03,  1.10060555E-03,  1.00159945E-03,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.55000,       2,       7,       3,  2.20121120E+02,  2.20242000E-03,  1.10060560E-03,  1.10181440E-03,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.57500,       2,       7,       3,  2.20121130E+02,  2.30264500E-03,  1.10060565E-03,  1.20203935E-03,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.60000,       2,       7,       3,  2.20121140E+02,  2.40288000E-03,  1.10060570E-03,  1.30227430E-03,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.62500,       2,       7,       3,  2.20121150E+02,  2.50312500E-03,  1.10060575E-03,  1.40251925E-03,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.65000,       2,       7,       3,  2.20121160E+02,  2.60338000E-03,  1.10060580E-03,  1.50277420E-03,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.67500,       2,       7,       3,  2.20121170E+02,  2.70364500E-03,  1.10060585E-03,  1.60303915E-03,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.70000,       2,       7,       3,  2.20121180E+02,  2.80392000E-03,  1.10060590E-03,  1.70331410E-03,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.72500,       2,       7,       3,  2.20121190E+02,  2.90420500E-03,  1.10060595E-03,  1.80359905E-03,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.75000,       2,       7,       3,  2.20121200E+02,  3.00450000E-03,  1.10060600E-03,  1.90389400E-03,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.77500,       2,       7,       3,  2.20121210E+02,  3.10480500E-03,  1.10060605E-03,  2.00419895E-03,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.80000,       2,       7,       3,  2.20121220E+02,  3.20512000E-03,  1.10060610E-03,  2.10451390E-03,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.82500,       2,       7,       3,  2.20121231E+02,  3.30544500E-03,  1.10060615E-03,  2.20483885E-03,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.85000,       2,       7,       3,  2.20121241E+02,  3.40578000E-03,  1.10060620E-03,  2.30517380E-03,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.87500,       2,       7,       3,  2.20121251E+02,  3.50612500E-03,  1.10060625E-03,  2.40551875E-03,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.90000,       2,       7,       3,  2.20121261E+02,  3.60648000E-03,  1.10060630E-03,  2.50587370E-03,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.92500,       2,       7,       3,  2.20121271E+02,  3.70684500E-03,  1.10060635E-03,  2.60623865E-03,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.95000,       2,       7,       3,  2.20121281E+02,  3.80722000E-03,  1.10060640E-03,  2.70661360E-03,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.97500,       2,       7,       3,  2.20121291E+02,  3.90760500E-03,  1.10060645E-03,  2.80699855E-03,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     1.00000,       2,       7,       3,  2.20121301E+02,  4.00800000E-03,  1.10060650E-03,  2.90739350E-03,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.00000,       2,       7,       4,  3.58349342E-16,  0.00000000E+00,  1.79174671E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.02500,       2,       7,       4,  8.79558354E-16,  4.65854144E-21,  4.39779177E-21,  2.60749670E-22,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.05000,       2,       7,       4,  1.30301031E-16,  1.14342586E-20,  6.51505153E-22,  1.07827534E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.07500,       2,       7,       4, -2.60594239E-16,  1.69391340E-21, -1.30297120E-21,  2.99688459E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.10000,       2,       7,       4,  1.30293208E-15, -3.38772511E-21,  6.51466039E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.12500,       2,       7,       4,  1.17260366E-15,  1.69381170E-20,  5.86301831E-21,  1.10750987E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.15000,       2,       7,       4,  3.12685702E-15,  1.18563259E-20,  1.56342851E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.17500,       2,       7,       4,  2.99648946E-15,  3.72616195E-20,  1.49824473E-20,  2.22791722E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.20000,       2,       7,       4, -7.81641857E-16,  3.55668413E-20, -3.90820929E-21,  3.94750505E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.22500,       2,       7,       4,  1.30304949E-16, -1.35488658E-20,  6.51524747E-22,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.25000,       2,       7,       4,  1.82381532E-15, -1.69355734E-21,  9.11907659E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.27500,       2,       7,       4,  1.23023921E-15,  2.03220774E-20,  6.15119607E-21,  1.41708814E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.30000,       2,       7,       4,  1.24839876E-15, -1.54329448E-14,  6.24199380E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.32500,       2,       7,       4,  1.19368283E-15, -1.49608135E-14,  5.96841415E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.35000,       2,       7,       4,  1.23647213E-15, -1.63834515E-14,  6.18236066E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.37500,       2,       7,       4,  1.23363627E-15, -1.52709296E-14,  6.16818137E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.40000,       2,       7,       4,  1.21788512E-15, -1.53446619E-14,  6.08942558E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.42500,       2,       7,       4,  1.21832650E-15, -1.57541920E-14,  6.09163251E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.45000,       2,       7,       4,  1.23230745E-15, -1.57426990E-14,  6.16153724E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.47500,       2,       7,       4,  1.24323421E-15, -1.53791978E-14,  6.21617104E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.50000,       2,       7,       4,  1.22955104E-15, -1.50951054E-14,  6.14775519E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.52500,       2,       7,       4,  1.20613282E-15, -1.54508577E-14,  6.03066411E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.55000,       2,       7,       4,  1.22874779E-15, -1.60597313E-14,  6.14373897E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.57500,       2,       7,       4,  1.21961576E-15, -1.54717421E-14,  6.09807879E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.60000,       2,       7,       4,  1.23125563E-15, -1.57091750E-14,  6.15627816E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.62500,       2,       7,       4,  1.24216511E-15, -1.54065112E-14,  6.21082553E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.65000,       2,       7,       4,  1.21774876E-15, -1.51228648E-14,  6.08874381E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.67500,       2,       7,       4,  1.23092925E-15, -1.57576966E-14,  6.15464627E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.70000,       2,       7,       4,  1.22290889E-15, -1.54149970E-14,  6.11454443E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.72500,       2,       7,       4,  1.24301274E-15, -1.56235266E-14,  6.21506370E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.75000,       2,       7,       4,  1.20693679E-15, -1.51008264E-14,  6.03468393E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.77500,       2,       7,       4,  1.20923653E-15, -1.60388350E-14,  6.04618265E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.80000,       2,       7,       4,  1.20709480E-15, -1.59789875E-14,  6.03547399E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.82500,       2,       7,       4,  1.18811213E-15, -1.60346725E-14,  5.94056066E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.85000,       2,       7,       4,  1.23182840E-15, -1.65283031E-14,  6.15914200E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.87500,       2,       7,       4,  1.22364336E-15, -1.53916869E-14,  6.11821681E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.90000,       2,       7,       4,  1.26397729E-15, -1.56045182E-14,  6.31988646E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.92500,       2,       7,       4,  1.24487104E-15, -1.45558495E-14,  6.22435519E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.95000,       2,       7,       4,  1.23522310E-15, -1.50525715E-14,  6.17611550E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.97500,       2,       7,       4,  1.21615375E-15, -1.53034653E-14,  6.08076877E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     1.00000,       2,       7,       4,  1.23172163E-15, -1.57992141E-14,  6.15860814E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.00000,       2,       7,       5,  1.04264022E-15,  0.00000000E+00,  5.21320110E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.02500,       2,       7,       5,  4.43158777E-15,  1.35543229E-20,  2.21579388E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.05000,       2,       7,       5,  5.22017311E-16,  5.76106410E-20,  2.61008655E-21,  5.50005544E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.07500,       2,       7,       5, -1.04129269E-15,  6.78622504E-21, -5.20646344E-21,  1.19926885E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.10000,       2,       7,       5,  3.12839234E-15, -1.35368050E-20,  1.56419617E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.12500,       2,       7,       5,  5.73923481E-15,  4.06691005E-20,  2.86961740E-20,  1.19729264E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.15000,       2,       7,       5, -9.91495633E-15,  6.78350091E-20, -4.95747816E-20,  1.17409791E-19,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.17500,       2,       7,       5,  7.82776281E-15, -1.35669476E-19,  3.91388141E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.20000,       2,       7,       5, -9.91080644E-15,  9.49858732E-20, -4.95540322E-20,  1.44539905E-19,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.22500,       2,       7,       5,  1.09538922E-14, -1.35615527E-19,  5.47694609E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.25000,       2,       7,       5,  6.77708613E-15,  1.35625555E-19,  3.38854307E-20,  1.01740124E-19,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.27500,       2,       7,       5,  7.50910452E-15,  8.13270764E-20,  3.75455226E-20,  4.37815538E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.30000,       2,       7,       5,  1.96310977E-14,  1.90325255E-14,  9.81554883E-20,  1.90324273E-14,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.32500,       2,       7,       5, -1.08351956E-14,  3.34204415E-13, -5.41759778E-20,  3.34204469E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.35000,       2,       7,       5,  1.34973109E-14, -4.57919263E-13,  6.74865543E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.37500,       2,       7,       5,  7.50782163E-15,  1.74725904E-13,  3.75391082E-20,  1.74725867E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.40000,       2,       7,       5,  1.38829452E-15,  1.89991840E-14,  6.94147262E-21,  1.89991770E-14,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.42500,       2,       7,       5,  1.36970213E-15, -1.40108521E-13,  6.84851065E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.45000,       2,       7,       5,  7.49305385E-15, -1.40591937E-13,  3.74652693E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.47500,       2,       7,       5,  1.36042220E-14,  1.86152759E-14,  6.80211102E-20,  1.86152079E-14,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.50000,       2,       7,       5,  7.49781130E-15,  1.77505717E-13,  3.74890565E-20,  1.77505679E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.52500,       2,       7,       5, -4.73057506E-15,  1.87389018E-14, -2.36528753E-20,  1.87389254E-14,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.55000,       2,       7,       5,  7.49372286E-15, -2.99199144E-13,  3.74686143E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.57500,       2,       7,       5,  1.38652589E-15,  1.86326022E-14,  6.93262945E-21,  1.86325953E-14,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.60000,       2,       7,       5,  7.47312454E-15, -1.40154519E-13,  3.73656227E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.62500,       2,       7,       5,  1.35538257E-14,  1.80970460E-14,  6.77691287E-20,  1.80969783E-14,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.65000,       2,       7,       5,  1.36040167E-15,  1.76195073E-13,  6.80200834E-21,  1.76195066E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.67500,       2,       7,       5,  7.44107013E-15, -1.40833885E-13,  3.72053506E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.70000,       2,       7,       5,  1.39188165E-15,  1.72638211E-14,  6.95940827E-21,  1.72638141E-14,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.72500,       2,       7,       5,  1.35683302E-14, -1.40015079E-13,  6.78416511E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.75000,       2,       7,       5, -4.75963484E-15,  1.76572584E-13, -2.37981742E-20,  1.76572607E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.77500,       2,       7,       5, -4.73463057E-15, -2.99954562E-13, -2.36731529E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.80000,       2,       7,       5, -4.76892844E-15, -2.99304262E-13, -2.38446422E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.82500,       2,       7,       5, -1.69534030E-14, -3.00196006E-13, -8.47670152E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.85000,       2,       7,       5,  7.49252980E-15, -6.16992238E-13,  3.74626490E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.87500,       2,       7,       5,  1.40188252E-15,  1.86023146E-14,  7.00941262E-21,  1.86023076E-14,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.90000,       2,       7,       5,  2.57696830E-14, -1.39754868E-13,  1.28848415E-19,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.92500,       2,       7,       5,  1.35278926E-14,  4.93808298E-13,  6.76394630E-20,  4.93808231E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.95000,       2,       7,       5,  7.49106090E-15,  1.75521530E-13,  3.74553045E-20,  1.75521493E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.97500,       2,       7,       5, -4.68490150E-15,  1.85639071E-14, -2.34245075E-20,  1.85639306E-14,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     1.00000,       2,       7,       5,  7.43529320E-15, -2.98011006E-13,  3.71764660E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.00000,       2,       7,       6, -1.07518355E-15,  0.00000000E+00, -5.37591776E-21,  5.37591776E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.02500,       2,       7,       6, -2.34616659E-15, -1.39773862E-20, -1.17308330E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.05000,       2,       7,       6,  1.30346773E-15, -3.05001657E-20,  6.51733863E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.07500,       2,       7,       6, -1.69494682E-15,  1.69450804E-20, -8.47473410E-21,  2.54198145E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.10000,       2,       7,       6,  1.69465880E-15, -2.20343087E-20,  8.47329399E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.12500,       2,       7,       6,  2.08645849E-15,  2.20305644E-20,  1.04322924E-20,  1.15982719E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.15000,       2,       7,       6,  1.43434760E-14,  4.74702343E-20,  7.17173799E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.17500,       2,       7,       6,  1.30326300E-15,  2.06811462E-19,  6.51631501E-21,  2.00295147E-19,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
