  time,noel,npt,ntens,stress,strain,elstrain,plstrain,dPlastic,pwi,cumwork,heatinc,cumH,Trise,cumT
     0.65000,       1,       2,       4, -2.57315502E-15,  2.95322593E-16, -1.28657751E-20,  2.95335459E-16,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.67500,       1,       2,       4, -2.58190460E-15,  8.38220729E-16, -1.29095230E-20,  8.38233638E-16,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.70000,       1,       2,       4, -2.57442459E-15,  6.10623371E-16, -1.28721229E-20,  6.10636243E-16,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.72500,       1,       2,       4, -2.59508490E-15,  8.05103787E-16, -1.29754245E-20,  8.05116763E-16,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.75000,       1,       2,       4, -2.56053660E-15,  2.67935579E-16, -1.28026830E-20,  2.67948382E-16,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.77500,       1,       2,       4, -2.56141385E-15,  1.16619141E-15, -1.28070693E-20,  1.16620421E-15,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.80000,       1,       2,       4, -2.55881672E-15,  1.14338282E-15, -1.27940836E-20,  1.14339562E-15,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.82500,       1,       2,       4, -2.53839660E-15,  1.21090836E-15, -1.26919830E-20,  1.21092105E-15,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.85000,       1,       2,       4, -2.58464845E-15,  1.74183152E-15, -1.29232423E-20,  1.74184444E-15,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.87500,       1,       2,       4, -2.57404269E-15,  5.39283233E-16, -1.28702134E-20,  5.39296104E-16,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.90000,       1,       2,       4, -2.61291381E-15,  8.15033093E-16, -1.30645691E-20,  8.15046157E-16,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.92500,       1,       2,       4, -2.58938309E-15, -1.95751487E-16, -1.29469154E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.95000,       1,       2,       4, -2.58326293E-15,  4.16047361E-16, -1.29163147E-20,  4.16060278E-16,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.97500,       1,       2,       4, -2.56274477E-15,  5.75171430E-16, -1.28137238E-20,  5.75184243E-16,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     1.00000,       1,       2,       4, -2.57888283E-15,  1.10864364E-15, -1.28944141E-20,  1.10865653E-15,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.00000,       1,       2,       5, -5.21303170E-16,  0.00000000E+00, -2.60651585E-21,  2.60651585E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.02500,       1,       2,       5, -2.34603106E-15, -6.77694120E-21, -1.17301553E-20,  4.95321410E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.05000,       1,       2,       5, -3.94430453E-31, -3.04984038E-20, -1.97215226E-36,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.07500,       1,       2,       5, -2.60702666E-15,  1.83670992E-40, -1.30351333E-20,  1.30351333E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.10000,       1,       2,       5,  1.04234566E-15, -3.38913465E-20,  5.21172831E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.12500,       1,       2,       5,  1.56509800E-15,  1.35504936E-20,  7.82548999E-21,  5.72500363E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.15000,       1,       2,       5,  4.17292736E-15,  2.03462740E-20,  2.08646368E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.17500,       1,       2,       5,  1.14777813E-14,  5.42480557E-20,  5.73889066E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.20000,       1,       2,       5,  0.00000000E+00,  1.49211157E-19,  0.00000000E+00,  1.49211157E-19,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.22500,       1,       2,       5, -1.04218913E-15,  0.00000000E+00, -5.21094567E-21,  5.21094567E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.25000,       1,       2,       5,  5.21675318E-15, -1.35484588E-20,  2.60837659E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.27500,       1,       2,       5,  1.11888264E-13,  6.78177914E-20,  5.59441322E-19,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.30000,       1,       2,       5,  2.79346961E-13,  2.77345925E-12,  1.39673480E-18,  2.77345785E-12,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.32500,       1,       2,       5, -1.40096968E-13,  7.12738536E-12, -7.00484838E-19,  7.12738606E-12,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.35000,       1,       2,       5,  1.95627124E-13, -3.77815673E-12,  9.78135619E-19,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.37500,       1,       2,       5,  1.12647795E-13,  4.95066965E-12,  5.63238976E-19,  4.95066909E-12,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.40000,       1,       2,       5,  2.81847525E-14,  2.79320711E-12,  1.40923762E-19,  2.79320697E-12,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.42500,       1,       2,       5,  2.81398023E-14,  5.97167996E-13,  1.40699012E-19,  5.97167855E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.45000,       1,       2,       5,  1.12806786E-13,  5.95999401E-13,  5.64033929E-19,  5.95998836E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.47500,       1,       2,       5,  1.97486697E-13,  2.79734086E-12,  9.87433483E-19,  2.79733988E-12,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.50000,       1,       2,       5,  1.12996169E-13,  4.99901865E-12,  5.64980844E-19,  4.99901808E-12,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.52500,       1,       2,       5, -5.64494688E-14,  2.80226493E-12, -2.82247344E-19,  2.80226521E-12,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.55000,       1,       2,       5,  1.12988296E-13, -1.60332165E-12,  5.64941478E-19,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.57500,       1,       2,       5,  2.85224167E-14,  2.80206022E-12,  1.42612083E-19,  2.80206008E-12,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.60000,       1,       2,       5,  1.13286709E-13,  6.05947373E-13,  5.66433546E-19,  6.05946806E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.62500,       1,       2,       5,  1.98385262E-13,  2.80981898E-12,  9.91926310E-19,  2.80981799E-12,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.65000,       1,       2,       5,  2.83814251E-14,  5.02238124E-12,  1.41907125E-19,  5.02238110E-12,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.67500,       1,       2,       5,  1.13431196E-13,  6.02281483E-13,  5.67155982E-19,  6.02280916E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.70000,       1,       2,       5,  2.86709465E-14,  2.81357586E-12,  1.43354732E-19,  2.81357572E-12,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.72500,       1,       2,       5,  1.99040974E-13,  6.09809366E-13,  9.95204868E-19,  6.09808370E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.75000,       1,       2,       5, -5.70296457E-14,  5.03943007E-12, -2.85148229E-19,  5.03943035E-12,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.77500,       1,       2,       5, -5.70170895E-14, -1.61840614E-12, -2.85085448E-19,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.80000,       1,       2,       5, -5.72391165E-14, -1.61807968E-12, -2.86195582E-19,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.82500,       1,       2,       5, -2.28553922E-13, -1.62385238E-12, -1.14276961E-18,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.85000,       1,       2,       5,  1.14309191E-13, -6.07803733E-12,  5.71545955E-19,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.87500,       1,       2,       5,  2.90535257E-14,  2.83640361E-12,  1.45267629E-19,  2.83640347E-12,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.90000,       1,       2,       5,  3.72745285E-13,  6.19756100E-13,  1.86372642E-18,  6.19754236E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.92500,       1,       2,       5,  2.00987163E-13,  9.55574205E-12,  1.00493581E-18,  9.55574104E-12,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.95000,       1,       2,       5,  1.15309994E-13,  5.09003110E-12,  5.76549972E-19,  5.09003053E-12,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.97500,       1,       2,       5, -5.66336270E-14,  2.86242472E-12, -2.83168135E-19,  2.86242500E-12,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     1.00000,       1,       2,       5,  1.15009068E-13, -1.60810944E-12,  5.75045340E-19,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.00000,       1,       2,       6,  1.04253858E-15,  0.00000000E+00,  5.21269288E-21,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.02500,       1,       2,       6,  4.17057130E-15,  1.35530015E-20,  2.08528565E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.05000,       1,       2,       6,  1.04322143E-15,  5.42174269E-20,  5.21610717E-21,  4.90013197E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.07500,       1,       2,       6,  1.97215226E-31,  1.35618786E-20,  9.86076132E-37,  1.35618786E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.10000,       1,       2,       6,  2.08604668E-15,  2.29588740E-41,  1.04302334E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.12500,       1,       2,       6,  8.34502072E-15,  2.71186068E-20,  4.17251036E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.15000,       1,       2,       6, -2.08984179E-15,  1.62727904E-19, -1.04492089E-20,  1.73177113E-19,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.17500,       1,       2,       6, -4.17251036E-15,  2.70746915E-20, -2.08625518E-20,  4.79372433E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.20000,       1,       2,       6,  1.25100251E-18, -9.18354962E-41,  6.25501253E-24,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.22500,       1,       2,       6,  1.25242031E-14,  5.42588977E-20,  6.26210155E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.25000,       1,       2,       6,  1.67004665E-14,  2.17057275E-19,  8.35023323E-20,  1.33554943E-19,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.27500,       1,       2,       6,  2.44606890E-14,  2.71348699E-19,  1.22303445E-19,  1.49045254E-19,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.30000,       1,       2,       6,  3.65764849E-14,  2.01766057E-13,  1.82882425E-19,  2.01765875E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.32500,       1,       2,       6,  6.12319969E-15,  5.16776752E-13,  3.06159984E-20,  5.16776721E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.35000,       1,       2,       6,  3.04784860E-14, -2.75008611E-13,  1.52392430E-19,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.37500,       1,       2,       6,  2.45019946E-14,  3.58228834E-13,  1.22509973E-19,  3.58228711E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.40000,       1,       2,       6,  1.83467400E-14,  2.02840056E-13,  9.17337002E-20,  2.02839965E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.42500,       1,       2,       6,  1.83509176E-14,  4.28034385E-14,  9.17545880E-20,  4.28033467E-14,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.45000,       1,       2,       6,  2.44872763E-14,  4.29119465E-14,  1.22436382E-19,  4.29118241E-14,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.47500,       1,       2,       6,  3.05822076E-14,  2.02457382E-13,  1.52911038E-19,  2.02457229E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.50000,       1,       2,       6,  2.44497979E-14,  3.60925487E-13,  1.22248989E-19,  3.60925365E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.52500,       1,       2,       6,  1.22344187E-14,  2.01482833E-13,  6.11720934E-20,  2.01482772E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.55000,       1,       2,       6,  2.44424871E-14, -1.16117025E-13,  1.22212436E-19,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.57500,       1,       2,       6,  1.83678422E-14,  2.01292755E-13,  9.18392108E-20,  2.01292663E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.60000,       1,       2,       6,  2.44674798E-14,  4.33519852E-14,  1.22337399E-19,  4.33518629E-14,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.62500,       1,       2,       6,  3.05611749E-14,  2.01942672E-13,  1.52805875E-19,  2.01942519E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.65000,       1,       2,       6,  1.83320116E-14,  3.60378203E-13,  9.16600580E-20,  3.60378112E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.67500,       1,       2,       6,  2.44549695E-14,  4.24199565E-14,  1.22274848E-19,  4.24198342E-14,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.70000,       1,       2,       6,  1.83992868E-14,  2.01617297E-13,  9.19964339E-20,  2.01617205E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.72500,       1,       2,       6,  3.05692817E-14,  4.41695460E-14,  1.52846409E-19,  4.41693931E-14,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.75000,       1,       2,       6,  1.22250406E-14,  3.60589415E-13,  6.11252030E-20,  3.60589354E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.77500,       1,       2,       6,  1.22630391E-14, -1.16360855E-13,  6.13151957E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.80000,       1,       2,       6,  1.22320368E-14, -1.15372893E-13,  6.11601842E-20,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.82500,       1,       2,       6,  6.06199823E-17, -1.16178952E-13,  3.03099912E-22,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.85000,       1,       2,       6,  2.44804710E-14, -4.32635791E-13,  1.22402355E-19,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.87500,       1,       2,       6,  1.84126382E-14,  2.02280335E-13,  9.20631908E-20,  2.02280243E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.90000,       1,       2,       6,  4.27935517E-14,  4.45166818E-14,  2.13967759E-19,  4.45164678E-14,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.92500,       1,       2,       6,  3.05941452E-14,  6.78420434E-13,  1.52970726E-19,  6.78420281E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.95000,       1,       2,       6,  2.45214794E-14,  3.61235864E-13,  1.22607397E-19,  3.61235742E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.97500,       1,       2,       6,  1.23585488E-14,  2.03346335E-13,  6.17927442E-20,  2.03346273E-13,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     1.00000,       1,       2,       6,  2.44722634E-14, -1.12889640E-13,  1.22361317E-19,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.00000,       1,       3,       1,  2.19202434E-12,  0.00000000E+00,  1.09601217E-17,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.02500,       1,       3,       1,  2.19557705E-12, -3.00015000E-05,  1.09778853E-17,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.05000,       1,       3,       1,  2.19912977E-12, -6.00060000E-05,  1.09956488E-17,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.07500,       1,       3,       1,  2.20268248E-12, -9.00135000E-05,  1.10134124E-17,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.10000,       1,       3,       1,  2.19202434E-12, -1.20024000E-04,  1.09601217E-17,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.12500,       1,       3,       1,  2.20090612E-12, -1.50037500E-04,  1.10045306E-17,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.15000,       1,       3,       1,  2.17781349E-12, -1.80054000E-04,  1.08890674E-17,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.17500,       1,       3,       1,  2.21511698E-12, -2.10073500E-04,  1.10755849E-17,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.20000,       1,       3,       1,  2.18314256E-12, -2.40096000E-04,  1.09157128E-17,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.22500,       1,       3,       1,  2.16360263E-12, -2.70121500E-04,  1.08180132E-17,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.25000,       1,       3,       1,  2.17781349E-12, -3.00150000E-04,  1.08890674E-17,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.27500,       1,       3,       1,  3.75254796E-10, -3.30181500E-04,  1.87627398E-15,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
     0.30000,       1,       3,       1,  3.75291096E-10, -3.60214060E-04,  1.87645548E-15,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,
